order_id,order_date,customer_id,region,product_id,product_name,category,unit_price,quantity,discount,revenue
O0327,2026-01-31,C051,South,P008,Notebook Set,Stationery,450,1,0.05,427.5
O0328,2026-08-27,C043,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0329,2026-02-26,C021,South,P007,Desk Lamp,Home,1100,1,0,1100
O0330,2026-03-31,C086,North,P004,Yoga Mat,Sports,900,2,0.15,1530.0
O0331,2026-03-29,C055,West,P003,Running Shoes,Sports,2600,1,0,2600
O0332,2026-06-29,C071,North,P005,Backpack,Lifestyle,1500,2,0,3000
O0333,2026-08-20,C051,South,P002,Power Bank,Electronics,1200,1,0,1200
O0334,2026-08-22,C052,South,P005,Backpack,Lifestyle,1500,1,0.05,1425.0
O0335,2026-08-05,C075,South,P005,Backpack,Lifestyle,1500,1,0,1500
O0336,2026-08-15,C033,West,P002,Power Bank,Electronics,1200,1,0,1200
O0337,2026-03-24,C048,North,P005,Backpack,Lifestyle,1500,1,0.15,1275.0
O0338,2026-08-16,C024,West,P008,Notebook Set,Stationery,450,1,0,450
O0339,2026-08-18,C047,West,P001,Wireless Earbuds,Electronics,1800,2,0,3600
O0340,2026-07-17,C010,East,P001,Wireless Earbuds,Electronics,1800,2,0.05,3420.0
O0341,2026-06-06,C054,West,P002,Power Bank,Electronics,1200,1,0.05,1140.0
O0342,2026-08-14,C058,North,P007,Desk Lamp,Home,1100,4,0.05,4180.0
O0343,2026-01-10,C018,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0344,2026-05-02,C003,West,P003,Running Shoes,Sports,2600,2,0,5200
O0345,2026-02-28,C034,East,P004,Yoga Mat,Sports,900,1,0,900
O0346,2026-08-26,C070,North,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0347,2026-05-07,C084,West,P002,Power Bank,Electronics,1200,2,0.1,2160.0
O0348,2026-08-15,C089,North,P006,Water Bottle,Lifestyle,700,1,0,700
O0349,2026-08-15,C003,West,P006,Water Bottle,Lifestyle,700,3,0,2100
O0350,2026-06-28,C051,South,P003,Running Shoes,Sports,2600,4,0,10400
O0351,2026-02-10,C043,North,P008,Notebook Set,Stationery,450,3,0,1350
O0352,2026-04-05,C054,West,P005,Backpack,Lifestyle,1500,1,0.15,1275.0
O0353,2026-05-17,C064,East,P004,Yoga Mat,Sports,900,2,0,1800
O0354,2026-03-25,C091,South,P003,Running Shoes,Sports,2600,3,0.15,6630.0
O0355,2026-02-02,C009,West,P002,Power Bank,Electronics,1200,3,0.15,3060.0
O0356,2026-03-21,C015,West,P008,Notebook Set,Stationery,450,2,0.15,765.0
O0357,2026-05-04,C006,West,P003,Running Shoes,Sports,2600,2,0.05,4940.0
O0358,2026-08-11,C062,North,P001,Wireless Earbuds,Electronics,1800,1,0.05,1710.0
O0359,2026-05-10,C095,South,P007,Desk Lamp,Home,1100,1,0.15,935.0
O0360,2026-03-06,C048,North,P006,Water Bottle,Lifestyle,700,1,0,700
O0361,2026-08-04,C073,West,P003,Running Shoes,Sports,2600,2,0.05,4940.0
O0362,2026-06-14,C091,South,P003,Running Shoes,Sports,2600,2,0,5200
O0363,2026-07-25,C021,South,P003,Running Shoes,Sports,2600,1,0.1,2340.0
O0364,2026-06-21,C038,East,P004,Yoga Mat,Sports,900,2,0,1800
O0365,2026-05-01,C075,South,P003,Running Shoes,Sports,2600,1,0,2600
O0366,2026-04-18,C033,West,P007,Desk Lamp,Home,1100,1,0.15,935.0
O0367,2026-02-05,C007,South,P003,Running Shoes,Sports,2600,2,0,5200
O0368,2026-08-11,C006,West,P004,Yoga Mat,Sports,900,1,0.15,765.0
O0369,2026-05-18,C016,South,P007,Desk Lamp,Home,1100,1,0,1100
O0370,2026-08-02,C070,North,P008,Notebook Set,Stationery,450,1,0,450
O0371,2026-03-21,C057,West,P005,Backpack,Lifestyle,1500,1,0.15,1275.0
O0372,2026-06-08,C053,North,P003,Running Shoes,Sports,2600,5,0.05,12350.0
O0373,2026-06-22,C089,North,P004,Yoga Mat,Sports,900,2,0,1800
O0374,2026-04-24,C023,North,P002,Power Bank,Electronics,1200,2,0,2400
O0375,2026-08-14,C063,East,P007,Desk Lamp,Home,1100,1,0,1100
O0376,2026-08-15,C003,West,P005,Backpack,Lifestyle,1500,2,0,3000
O0377,2026-03-12,C081,West,P007,Desk Lamp,Home,1100,1,0,1100
O0378,2026-01-21,C062,North,P004,Yoga Mat,Sports,900,1,0,900
O0379,2026-05-24,C007,South,P003,Running Shoes,Sports,2600,1,0,2600
O0380,2026-06-21,C011,South,P001,Wireless Earbuds,Electronics,1800,1,0.05,1710.0
O0381,2026-02-05,C026,West,P007,Desk Lamp,Home,1100,1,0.05,1045.0
O0382,2026-03-31,C072,North,P007,Desk Lamp,Home,1100,2,0,2200
O0383,2026-05-21,C079,South,P005,Backpack,Lifestyle,1500,1,0,1500
O0384,2026-08-10,C032,North,P008,Notebook Set,Stationery,450,2,0.15,765.0
O0385,2026-01-13,C023,North,P001,Wireless Earbuds,Electronics,1800,4,0.1,6480.0
O0386,2026-01-31,C087,East,P002,Power Bank,Electronics,1200,1,0,1200
O0387,2026-07-12,C072,North,P005,Backpack,Lifestyle,1500,1,0.05,1425.0
O0388,2026-01-03,C027,South,P002,Power Bank,Electronics,1200,4,0,4800
O0389,2026-07-16,C068,South,P005,Backpack,Lifestyle,1500,3,0.15,3825.0
O0390,2026-05-07,C052,South,P005,Backpack,Lifestyle,1500,3,0.15,3825.0
O0391,2026-07-16,C099,North,P002,Power Bank,Electronics,1200,4,0.05,4560.0
O0392,2026-04-13,C091,South,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0393,2026-01-07,C002,West,P003,Running Shoes,Sports,2600,1,0.05,2470.0
O0394,2026-07-05,C048,North,P005,Backpack,Lifestyle,1500,3,0,4500
O0395,2026-06-10,C082,North,P008,Notebook Set,Stationery,450,1,0,450
O0396,2026-01-18,C084,West,P006,Water Bottle,Lifestyle,700,2,0,1400
O0397,2026-03-27,C028,South,P003,Running Shoes,Sports,2600,1,0.15,2210.0
O0398,2026-02-03,C070,North,P005,Backpack,Lifestyle,1500,2,0,3000
O0399,2026-03-30,C014,West,P003,Running Shoes,Sports,2600,1,0,2600
O0400,2026-02-16,C056,West,P001,Wireless Earbuds,Electronics,1800,1,0.1,1620.0
O0401,2026-01-14,C052,South,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0402,2026-08-04,C098,East,P004,Yoga Mat,Sports,900,1,0,900
O0403,2026-03-24,C009,West,P002,Power Bank,Electronics,1200,2,0,2400
O0404,2026-04-21,C061,East,P004,Yoga Mat,Sports,900,1,0.15,765.0
O0405,2026-08-16,C023,North,P005,Backpack,Lifestyle,1500,1,0.05,1425.0
O0406,2026-08-24,C042,North,P003,Running Shoes,Sports,2600,2,0.1,4680.0
O0407,2026-01-03,C019,North,P007,Desk Lamp,Home,1100,3,0,3300
O0408,2026-02-24,C079,South,P006,Water Bottle,Lifestyle,700,3,0.15,1785.0
O0409,2026-06-10,C055,West,P002,Power Bank,Electronics,1200,1,0.15,1020.0
O0410,2026-06-26,C096,South,P008,Notebook Set,Stationery,450,1,0.05,427.5
O0411,2026-04-18,C050,North,P004,Yoga Mat,Sports,900,1,0.1,810.0
O0412,2026-05-27,C006,West,P001,Wireless Earbuds,Electronics,1800,2,0.05,3420.0
O0413,2026-04-25,C037,East,P001,Wireless Earbuds,Electronics,1800,2,0,3600
O0414,2026-02-08,C069,South,P008,Notebook Set,Stationery,450,1,0,450
O0415,2026-07-08,C080,West,P006,Water Bottle,Lifestyle,700,1,0.05,665.0
O0416,2026-05-22,C052,South,P001,Wireless Earbuds,Electronics,1800,3,0,5400
O0417,2026-07-12,C063,East,P002,Power Bank,Electronics,1200,1,0.15,1020.0
O0418,2026-07-22,C019,North,P002,Power Bank,Electronics,1200,2,0.1,2160.0
O0419,2026-03-06,C034,East,P002,Power Bank,Electronics,1200,1,0,1200
O0420,2026-07-02,C044,West,P005,Backpack,Lifestyle,1500,2,0,3000
O0421,2026-04-27,C027,South,P001,Wireless Earbuds,Electronics,1800,3,0,5400
O0422,2026-05-06,C036,North,P004,Yoga Mat,Sports,900,1,0.1,810.0
O0423,2026-04-23,C097,West,P008,Notebook Set,Stationery,450,3,0,1350
O0424,2026-07-24,C064,East,P001,Wireless Earbuds,Electronics,1800,2,0.1,3240.0
O0425,2026-08-20,C009,West,P003,Running Shoes,Sports,2600,3,0,7800
O0426,2026-01-26,C043,North,P001,Wireless Earbuds,Electronics,1800,4,0,7200
O0427,2026-08-02,C037,East,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0428,2026-04-10,C004,South,P008,Notebook Set,Stationery,450,3,0,1350
O0429,2026-01-23,C084,West,P004,Yoga Mat,Sports,900,2,0,1800
O0430,2026-08-13,C094,North,P004,Yoga Mat,Sports,900,2,0.05,1710.0
O0431,2026-04-07,C002,West,P006,Water Bottle,Lifestyle,700,2,0.15,1190.0
O0432,2026-03-13,C085,South,P004,Yoga Mat,Sports,900,2,0,1800
O0433,2026-07-16,C017,North,P003,Running Shoes,Sports,2600,2,0.05,4940.0
O0434,2026-01-11,C017,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0435,2026-06-06,C080,West,P006,Water Bottle,Lifestyle,700,1,0,700
O0436,2026-01-18,C089,North,P004,Yoga Mat,Sports,900,2,0,1800
O0437,2026-08-11,C040,East,P007,Desk Lamp,Home,1100,1,0,1100
O0438,2026-06-11,C035,West,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0439,2026-04-15,C036,North,P008,Notebook Set,Stationery,450,1,0,450
O0440,2026-01-25,C045,North,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0441,2026-01-31,C037,East,P002,Power Bank,Electronics,1200,3,0,3600
O0442,2026-08-07,C011,South,P008,Notebook Set,Stationery,450,1,0.05,427.5
O0443,2026-04-10,C026,West,P007,Desk Lamp,Home,1100,2,0.05,2090.0
O0444,2026-06-13,C009,West,P006,Water Bottle,Lifestyle,700,1,0,700
O0445,2026-05-30,C057,West,P005,Backpack,Lifestyle,1500,1,0.15,1275.0
O0446,2026-01-04,C087,East,P004,Yoga Mat,Sports,900,1,0,900
O0447,2026-02-03,C076,South,P005,Backpack,Lifestyle,1500,1,0,1500
O0448,2026-03-29,C014,West,P002,Power Bank,Electronics,1200,2,0,2400
O0449,2026-04-27,C027,South,P002,Power Bank,Electronics,1200,2,0,2400
O0450,2026-04-06,C004,South,P006,Water Bottle,Lifestyle,700,5,0,3500
O0451,2026-06-21,C082,North,P003,Running Shoes,Sports,2600,1,0,2600
O0452,2026-02-13,C060,East,P006,Water Bottle,Lifestyle,700,1,0.15,595.0
O0453,2026-06-05,C008,North,P004,Yoga Mat,Sports,900,4,0.05,3420.0
O0454,2026-04-21,C030,West,P002,Power Bank,Electronics,1200,5,0,6000
O0455,2026-04-29,C084,West,P007,Desk Lamp,Home,1100,2,0,2200
O0456,2026-05-13,C075,South,P004,Yoga Mat,Sports,900,1,0,900
O0457,2026-05-12,C051,South,P002,Power Bank,Electronics,1200,2,0,2400
O0458,2026-01-01,C022,South,P005,Backpack,Lifestyle,1500,2,0.15,2550.0
O0459,2026-05-02,C100,East,P002,Power Bank,Electronics,1200,1,0,1200
O0460,2026-01-05,C048,North,P006,Water Bottle,Lifestyle,700,4,0,2800
O0461,2026-01-28,C045,North,P007,Desk Lamp,Home,1100,2,0.1,1980.0
O0462,2026-01-29,C100,East,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0463,2026-05-25,C016,South,P002,Power Bank,Electronics,1200,2,0,2400
O0464,2026-06-19,C012,North,P005,Backpack,Lifestyle,1500,1,0,1500
O0465,2026-03-05,C076,South,P007,Desk Lamp,Home,1100,1,0,1100
O0466,2026-05-31,C058,North,P003,Running Shoes,Sports,2600,2,0.05,4940.0
O0467,2026-02-05,C014,West,P003,Running Shoes,Sports,2600,1,0.1,2340.0
O0468,2026-05-15,C023,North,P007,Desk Lamp,Home,1100,2,0.15,1870.0
O0469,2026-01-31,C053,North,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0470,2026-07-08,C095,South,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0471,2026-06-08,C004,South,P007,Desk Lamp,Home,1100,1,0,1100
O0472,2026-08-22,C070,North,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0473,2026-01-21,C028,South,P005,Backpack,Lifestyle,1500,2,0.15,2550.0
O0474,2026-08-24,C054,West,P006,Water Bottle,Lifestyle,700,3,0,2100
O0475,2026-06-17,C072,North,P003,Running Shoes,Sports,2600,2,0.1,4680.0
O0476,2026-08-26,C013,North,P007,Desk Lamp,Home,1100,2,0,2200
O0477,2026-07-09,C077,West,P005,Backpack,Lifestyle,1500,1,0,1500
O0478,2026-04-20,C062,North,P007,Desk Lamp,Home,1100,1,0.05,1045.0
O0479,2026-03-27,C058,North,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0480,2026-01-16,C021,South,P007,Desk Lamp,Home,1100,2,0.05,2090.0
O0481,2026-07-29,C029,East,P002,Power Bank,Electronics,1200,2,0,2400
O0482,2026-03-22,C047,West,P008,Notebook Set,Stationery,450,4,0.1,1620.0
O0483,2026-07-11,C068,South,P008,Notebook Set,Stationery,450,2,0,900
O0484,2026-04-15,C076,South,P002,Power Bank,Electronics,1200,1,0.1,1080.0
O0485,2026-04-02,C032,North,P006,Water Bottle,Lifestyle,700,4,0.15,2380.0
O0486,2026-04-05,C039,South,P004,Yoga Mat,Sports,900,2,0.1,1620.0
O0487,2026-01-15,C041,North,P003,Running Shoes,Sports,2600,1,0.1,2340.0
O0488,2026-07-14,C097,West,P006,Water Bottle,Lifestyle,700,1,0,700
O0489,2026-02-24,C033,West,P005,Backpack,Lifestyle,1500,3,0.05,4275.0
O0490,2026-06-15,C048,North,P007,Desk Lamp,Home,1100,1,0.1,990.0
O0491,2026-06-24,C013,North,P002,Power Bank,Electronics,1200,1,0,1200
O0492,2026-08-01,C033,West,P006,Water Bottle,Lifestyle,700,1,0,700
O0493,2026-07-29,C020,North,P005,Backpack,Lifestyle,1500,2,0,3000
O0494,2026-07-15,C063,East,P001,Wireless Earbuds,Electronics,1800,1,0,1800
O0495,2026-05-22,C018,North,P006,Water Bottle,Lifestyle,700,2,0,1400
O0496,2026-06-07,C088,East,P004,Yoga Mat,Sports,900,2,0,1800
O0497,2026-07-30,C095,South,P008,Notebook Set,Stationery,450,1,0.15,382.5
O0498,2026-06-10,C010,East,P003,Running Shoes,Sports,2600,2,0.05,4940.0
O0499,2026-06-25,C097,West,P003,Running Shoes,Sports,2600,1,0.05,2470.0
O0500,2026-06-23,C056,West,P002,Power Bank,Electronics,1200,1,0.15,1020.0
